#Name;EEPROM;Master-Mirror;Short-Name;MB-Adr (dezimal);MB-Adr (hex);Index;Einheit;Type;Min;Max;Default
CONFIG_PANEL2_BUTTON_MIDDLE_DOUBLE_PRESS;1;0;CONFIG_PANEL2_BUTTON_MIDDLE_DOUBLE_PRESS;17678;450E;243;-;unsigned;0;65535;0
CONFIG_PANEL2_BUTTON_DOWN_SHORT_PRESS;1;0;CONFIG_PANEL2_BUTTON_DOWN_SHORT_PRESS;17679;450F;244;-;unsigned;0;65535;0
CONFIG_PANEL2_BUTTON_DOWN_LONG_PRESS;1;0;CONFIG_PANEL2_BUTTON_DOWN_LONG_PRESS;17680;4510;245;-;unsigned;0;65535;0
CONFIG_PANEL2_BUTTON_DOWN_DOUBLE_PRESS;1;0;CONFIG_PANEL2_BUTTON_DOWN_DOUBLE_PRESS;17681;4511;246;-;unsigned;0;65535;0
CONFIG_SENSORMODULE_BUTTON_SHORT_PRESS;1;0;CONFIG_SENSORMODULE_BUTTON_SHORT_PRESS;17682;4512;247;-;unsigned;0;65535;0
CONFIG_SENSORMODULE_BUTTON_LONG_PRESS;1;0;CONFIG_SENSORMODULE_BUTTON_LONG_PRESS;17683;4513;248;-;unsigned;0;65535;0
CONFIG_SENSORMODULE_BUTTON_DOUBLE_PRESS;1;0;CONFIG_SENSORMODULE_BUTTON_DOUBLE_PRESS;17684;4514;249;-;unsigned;0;65535;0
CONFIG_AC_BUTTON_1_SHORT_PRESS;1;0;CONFIG_AC_BUTTON_1_SHORT_PRESS;17685;4515;250;-;unsigned;0;65535;1537
CONFIG_AC_BUTTON_2_SHORT_PRESS;1;0;CONFIG_AC_BUTTON_2_SHORT_PRESS;17686;4516;251;-;unsigned;0;65535;1538
CONFIG_AC_BUTTON_1_LONG_PRESS;1;0;CONFIG_AC_BUTTON_1_LONG_PRESS;17687;4517;252;-;unsigned;0;65535;769
CONFIG_AC_BUTTON_2_LONG_PRESS;1;0;CONFIG_AC_BUTTON_2_LONG_PRESS;17688;4518;253;-;unsigned;0;65535;770
CONFIG_AC_BUTTON_1_DOUBLE_PRESS;1;0;CONFIG_AC_BUTTON_1_DOUBLE_PRESS;17689;4519;254;-;unsigned;0;65535;0
CONFIG_AC_BUTTON_2_DOUBLE_PRESS;1;0;CONFIG_AC_BUTTON_2_DOUBLE_PRESS;17690;451A;255;-;unsigned;0;65535;0
CONFIG_AC_BUTTON_1_TRIPPLE_PRESS;1;0;CONFIG_AC_BUTTON_1_TRIPPLE_PRESS;17691;451B;256;-;unsigned;0;65535;0
CONFIG_AC_BUTTON_2_TRIPPLE_PRESS;1;0;CONFIG_AC_BUTTON_2_TRIPPLE_PRESS;17692;451C;257;-;unsigned;0;65535;0
CONFIG_PANEL_1_EVENT_TO_TRIGGER;1;0;CONFIG_PANEL_1_EVENT_TO_TRIGGER;17693;451D;258;-;unsigned;0;65535;514
CONFIG_PANEL_2_EVENT_TO_TRIGGER;1;0;CONFIG_PANEL_2_EVENT_TO_TRIGGER;17694;451E;259;-;unsigned;0;65535;514
MANUEL_BRIGHTNESS_HEAD_1;0;0;HEAD_1_MANUAL_BRIGHTNESS;25091;6203;260;DALI;unsigned;0;65535;0
MANUEL_BRIGHTNESS_HEAD_2;0;0;HEAD_2_MANUAL_BRIGHTNESS;25347;6303;261;DALI;unsigned;0;65535;0
Status Head 1 (delaytime active?);0;0;STATUS_HEAD_1;24582;6006;262;-;unsigned;0;65535;0
Status Head 2 (delaytime active?);0;0;STATUS_HEAD_2;24583;6007;263;-;unsigned;0;65535;0
Status Head 3 (delaytime active?);0;0;STATUS_HEAD_3;24584;6008;264;-;unsigned;0;65535;0
Status Head 4 (delaytime active?);0;0;STATUS_HEAD_4;24585;6009;265;-;unsigned;0;65535;0
